War ID,War Name,Country,Start Year,End Year
677,Russian Civil War,United Kingdom,1918,1920
677,Russian Civil War,United States of America,1918,1920
677,Russian Civil War,France,1918,1919
680,Finnish Civil War,USSR,1918,1918
680,Finnish Civil War,Red Guard,1918,1918
681,Western Ukrainian,Ukrainians,1918,1919
683,Hungary's Red Terror,Anti-Communists,1919,1920
685,First Chinese Warlord,Chihli & Fengtien,1920,1920
686,Green Rebellion,Peasants in Ta,1920,1921
687,Gilan Marxists,USSR,1920,1921
687,Gilan Marxists,SSRI,1920,1921
688,Italian Fascist,Leftists,1920,1922
690,Kronstadt Rebellion,Sailors,1921,1921
691,Bashmachi in Turkestan,Basmachi/Enver Pasha,1921,1923
692,Second Chinese Warlord,Fengtien army,1922,1922
693,Agrarian Rising,Agrarian League,1923,1923
695,De La Huerta Rebellion,Huerta Led Rebels,1923,1924
696,Honduran Conservative,Conservatives,1924,1924
697,First Afghan Anti-Reform,Khost rebels (anti-reformists),1924,1925
698,Third Chinese Warlord,Chang Tso-lin army,1925,1926
700,Chinese Northern Expedition,Guomindang,1926,1928
700,Chinese Northern Expedition,Japan,1927,1928
701,Cristeros Revolt,Cristeros,1926,1929
702,Ethiopian Northern Resistance,Northern Resistance,1928,1930
703,Second Gansu Muslim,Gansu Muslims,1928,1930
705,Second Afghan Anti-Reform,Habibullah (anti-reformists),1928,1929
706,Intra-Guomindang,War Lords,1929,1930
707,Escobar Rebellion,Escobar Led Rebels,1929,1929
708,Ikhwan Revolt,Ikhwan,1929,1930
710,"Chinese Civil War, Phase 1",Communists,1930,1936
711,Xinjiang Muslim Revolt,Central Asian Rebels,1931,1934
712,Matanza,Leftists,1932,1932
713,Aprista Revolt,Aprista Rebels,1932,1932
715,Paulista Rebellion,Paolistas,1932,1932
716,Fukien Revolt,19th Route Army,1934,1934
717,Spanish Miners,Asturian Miners,1934,1934
718,Spanish Civil War,Falange,1936,1939
718,Spanish Civil War,Portugal,1936,1939
718,Spanish Civil War,Germany,1936,1939
718,Spanish Civil War,Italy,1936,1939
720,Greek Civil War,Communists,1944,1945
721,Polish Ukrainians,UPA,1945,1947
722,Ukrainian Partisans,UPA,1945,1947
723,Forest Brethren,Baltic Guerillas,1945,1951
725,"Chinese Civil War, Phase 2",Communists,1946,1950
726,Taiwan Revolt,Taiwanese,1947,1947
727,Paraguay,Leftists,1947,1947
728,Yemeni Imamate,Anti-Imam Coalition,1948,1948
730,Costa Rica,National Union Party,1948,1948
731,"Seventh Colombian ""La Violencia""",Liberals,1948,1958
732,First Burmese,Karens & Communists,1948,1951
733,South Moluccas,Moluccans,1950,1950
735,Hukbalahap Rebellion,Huks,1950,1954
737,Bolivia,Leftists,1952,1952
738,Indonesia Darul Islam,Darul Islam,1953,1953
740,Argentine Military,Military,1955,1955
741,Tibetan Khamba Rebellion,Khamba Tibetans,1956,1959
742,Indonesian Leftists,Leftists,1956,1962
743,First Lebanese,National Front,1958,1958
745,Cuban Revolution,Castroites,1958,1959
746,Second Burmese,Karens & Communists,1958,1960
747,Iraq-Shammar,Shammar Tribe & Pro-WesternOfficers,1959,1959
748,Vietnam Phase 1,NLF,1960,1965
750,First DRC (Zaire),Belgium,1960,1960
750,First DRC (Zaire),Katanga & Leftists,1960,1963
751,First Laotian,"Vietnam, Democratic Rep.",1961,1962
751,First Laotian,Pathet Lao,1960,1962
752,First Iraqi Kurd,Kurds,1961,1963
753,Algerian Revolutionaries,ALN,1962,1963
755,North Yemen,Royalists,1962,1969
756,Second Laotian Phase 1,Pathet Lao,1963,1968
756,Second Laotian Phase 1,"Vietnam, Democratic Rep.",1963,1968
757,First Ogaden,Somalia,1963,1964
757,First Ogaden,Ogaden,1963,1964
758,First South Sudan,Anya Nya,1963,1972
760,Second DRC (Jeunesse),Juenesse warriors,1963,1965
761,First Rwanda,Watusi,1963,1964
762,Third DRC (Simba) Rebellion,Gbenye followers,1964,1965
763,Zanzibar Arab-African,Africans,1964,1964
765,Second Iraqi Kurds,Kurds,1965,1966
766,Dominican Republic,Leftists,1965,1965
767,First West Papua,"OPM, West Papua",1965,1969
768,First Uganda,Buganda Tribe,1966,1966
770,First Guatemala,Leftists,1966,1968
771,First Chad (FROLINAT) Rebellion,Frolinat Rebels,1966,1971
772,Cultural Revolution Phase 1,Regional military,1967,1967
773,Third Burmese,Karens & Communists,1967,1980
775,Biafra,Biafrans,1967,1970
776,Cultural Revolution Phase 2,Red Guard,1967,1968
777,Third Iraqi Kurds,Kurds,1969,1970
778,Naxalite Rebellion,Naxalite Marxists,1970,1971
780,Black September,Syria,1970,1970
780,Black September,Palestinians,1970,1970
781,Second Guatemala,Leftists,1970,1971
782,Pakistan-Bengal,Bengalis,1971,1971
783,First Sri Lanka-JVP,Janatha Vimukthi- JVP,1971,1971
785,Khmer Rouge,Khmer Rouge,1971,1975
786,First Philippine-Moro,MNLF Moros,1972,1981
787,Communist Insurgency,Communists,1972,1973
788,Eritrean Split,EPLF,1972,1974
789,First Burundi,Hutu,1972,1972
790,Philippines-NPA,NPA,1972,1992
791,Rhodesia,Patriotic Front,1972,1979
792,Baluchi Separatists,Baluchi Rebels,1973,1977
793,Chilean Coup of 1973,Pinochet led military,1973,1973
795,Dhofar Rebellion Phase 2,PFLOAG,1973,1975
797,Fourth Iraqi Kurds,Iran,1974,1975
797,Fourth Iraqi Kurds,Kurds,1974,1975
798,Eritrean War,Eritrean Peo. Lib.,1975,1978
800,Argentine Leftists,"Montoneros, ERP",1975,1977
801,Second Lebanese,Lebanese National Movement,1975,1976
802,Second West Papua,"OPR, West Papua",1976,1978
803,Third Laotian,Hmong,1976,1979
804,Angolan Control,UNITA,1976,1991
804,Angolan Control,South Africa,1976,1989
805,Second Ogaden Phase 1,Somalia,1976,1977
805,Second Ogaden Phase 1,WSLF,1976,1977
806,East Timorese War Phase 3,Fretilin,1976,1979
807,Third Lebanese,PLO & Shiite militia,1978,1978
807,Third Lebanese,Syria,1978,1978
808,Second Ogaden Phase 3,"Ogaden, WSLF",1978,1980
808,Second Ogaden Phase 3,Somalia,1980,1980
809,Third Guatemala,The Democratic Front Against Repression (FDCR),1978,1984
810,Saur Revolution,Leftist Military,1978,1978
811,Fourth DRC (Shaba),FNLC,1978,1978
812,First Afghan Mujahideen Uprising,Mujahideen,1978,1980
813,Overthrow of the Shah,Anti-Shah Coalition,1978,1979
815,Sandinista Rebellion,Sandinistas,1978,1979
816,Anti-Khomeini Coalition,Anti-Khmoneini Coalition: Fedayeen Kalq & Kurds,1979,1984
817,El Salvador,Salvadorean Democratic Front,1979,1992
818,Mozambique,Renamo,1979,1992
820,Second Chad (Habre Revolt),France,1983,1984
820,Second Chad (Habre Revolt),FAN,1980,1984
822,Second Uganda,National Resistance Army,1980,1986
823,Nigeria-Muslim,Muslim fundamentalists,1980,1981
825,Hama,Muslim Brotherhood,1981,1982
826,Tigrean and Eritrean,Tigray & Eritrea,1982,1991
827,Shining Path,Shining Path & TARM,1982,1992
828,Contra War,Contras,1982,1990
831,Matabeleland,ZAPU,1983,1987
832,Fourth Burmese,Karen & Kachin Rebels,1983,1988
833,Fourth Lebanese Civil,Shi'ites & Druze,1983,1984
835,First Sri Lanka Tamil,Tamils,1983,2002
836,Second South Sudan,SPLA-Garang faction,1983,1991
837,Indian Golden Temple,Sikhs,1984,1984
838,First Turkish Kurds,"Kurds, PKK",1984,1986
840,Fifth Iraqi  Kurds,Iran,1985,1988
840,Fifth Iraqi  Kurds,Kurds,1985,1988
842,South Yemen,Leftist Factions,1986,1986
843,Holy Spirit Movement,HSMF,1986,1987
845,Second Sri Lanka-JVP,JVP,1987,1989
846,Inkatha-ANC,ANC,1987,1994
847,Fifth Burmese,Pro-democracy,1988,1988
848,First Somalia,rebel clans,1988,1991
850,Fifth Lebanese,Syria,1989,1990
850,Fifth Lebanese,militias,1989,1990
851,Second Afghan Mujahideen Uprising,Mujahadin,1989,2001
852,Third Chad (Deby Coup),Deby's MPS,1989,1990
853,First Aceh,GAM,1989,1991
854,Bougainville Secession,BRA,1989,1992
857,First Cambodian Civil War,Khmer Rouge & KPNFL,1989,1991
858,Romania,Anti-Ceaucescu Rebels,1989,1989
860,First Liberia,NPFL,1989,1990
861,Kashmir Insurgents,Kashmiri Guerillas,1990,2005
862,Shiite and Kurdish,Shiites & Kurds,1991,1991
863,First Sierra Leone,RUF,1991,1996
864,Croatian Independence,Croatia,1991,1992
865,Second Turkish Kurds,"Kurds, PKK",1991,1999
866,The SPLA Division (Dinka-Nuer) War,Nuer faction,1991,1992
868,Jukun-Tiv War,Tiv,1991,1992
870,Second Somalia,Aideed Faction,1991,1997
871,Georgia,Reform,1991,1992
872,Nagorno-Karabakh,Armenia,1991,1993
872,Nagorno-Karabakh,Nagorno-Karabakh,1991,1993
873,Dniestrian Independence,Dniestria,1991,1992
875,Algerian Islamic Front,Islamic Front,1992,1999
876,Tajikistan,United Tajik Opposition,1992,1997
877,Bosnian-Serb Rebellion,Bosnian Serbs,1992,1994
877,Bosnian-Serb Rebellion,Croatia,1994,1994
878,Second Liberia,NPFL & ULIMO,1992,1995
880,Angolan War of the Cities,UNITA,1992,1994
881,Second Cambodia Civil,Khmer Rouge,1993,1997
882,Abkhazia Revolt,Abkhazia,1993,1994
883,Second Burundi,Tutsi army,1993,1998
885,South Yemeni Secessionist,South Yemen,1994,1994
886,Second Rwanda,Patriotic Front,1994,1994
888,First Chechnya,Chechnya,1994,1996
890,Iraqi Kurd Internecine,KDP,1994,1995
891,Croatia-Krajina War,Krajinia Serbs,1995,1995
892,Third Liberia,NPFL,1996,1996
893,Sixth Iraqi Kurds,PUK,1996,1996
895,Fifth DRC,Uganda,1997,1997
895,Fifth DRC,Rwanda,1997,1997
895,Fifth DRC,Angola,1997,1997
895,Fifth DRC,ADFL,1996,1997
896,Third Rwanda,Hutu rebels,1997,1998
897,First Congo (Brazzaville),Angola,1997,1997
897,First Congo (Brazzaville),FDU (Cobra militia),1997,1997
898,Second Sierra Leone,Kabbah faction,1998,1999
898,Second Sierra Leone,Ghana,1998,1999
898,Second Sierra Leone,Nigeria,1998,1999
898,Second Sierra Leone,Guinea,1998,1999
898,Second Sierra Leone,United Kingdom,2000,2000
900,Kosovo Independence,KLA,1998,1999
902,Guinea-Bissau Military,Man� Junta,1998,1999
905,Africa's World War,Rwanda,1998,2002
905,Africa's World War,Burundi,1998,2002
905,Africa's World War,Uganda,1998,2002
905,Africa's World War,"RCD, MLC, et al",1998,2002
906,Fourth Chad (Togoimi Revolt),MDD & MDJT,1998,2000
907,Third Angolan,UNITA,1998,2002
908,Second Congo (Brazzaville),Ninjas and Cocoye militias,1998,1999
910,Moluccas Sectarian,FKM & RMS,1999,2000
911,First Nigeria Christian-Muslim,Muslim Fulani,1999,2000
912,Second Aceh,GAM,1999,2002
913,Oromo Liberation,Oromo Lib. Front,1999,1999
915,Second Chechen,Chechnya,1999,2003
916,Second Philippine-Moro,MILF,2000,2001
917,Guinean,RDFG,2000,2001
918,Third Burundi,FNL & FROLINA,2001,2003
920,Fourth Rwanda,Army for the Liberation of Rwanda,2001,2001
921,First Nepal Maoist Insurgency,CPN,2001,2003
922,Fourth Liberian,LURD & MODEL,2002,2003
923,Ethiopian Anyuaa-Nuer,Nuer,2002,2003
925,Cote d'Ivoire Military,"MPCI, MPIGO, MJP",2002,2004
926,Third Philippine-Moro,MILF & ASG,2003,2003
927,Darfur,SLA & JEM,2003,2006
930,Third Aceh,GAM,2003,2003
931,Second Nepal Maoists,CPN,2003,2006
932,Waziristan,Waziri tribes,2004,2006
933,Second Nigeria Christian-Muslim,Muslim Fulani,2004,2004
935,First Yemeni Cleric,Zaidi Muslims,2004,2005
936,Philippine Joint Offensive,MILF & NPA,2005,2006
937,Fifth Chad,FUDC,2005,2006
938,Third Somalia,SCIC,2006,2008
938,Third Somalia,Eritrea,2006,2008
941,Second Yemeni Cleric,Zaidi Muslims,2007,2007
